Status,Group,Channel Name,URL,Reason,LatencyMs
Dead,"BR – 24H","[24H] [CANAL YOUTUBE] MASTER TRASH E PANICOS CHEF","http://tjtor8411.com:80/Osiel123/Felicidade321/138790.ts","No data (insufficient stream data: 235 bytes)",400
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 CATOLICAS 2021","http://tjtor8411.com:80/Osiel123/Felicidade321/140541.ts","No data (insufficient stream data: 235 bytes)",542
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 CATOLICAS 2024","http://tjtor8411.com:80/Osiel123/Felicidade321/253772.ts","No data (insufficient stream data: 235 bytes)",377
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 GOSPEL 2021","http://tjtor8411.com:80/Osiel123/Felicidade321/140494.ts","No data (insufficient stream data: 235 bytes)",465
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 GOSPEL 2022","http://tjtor8411.com:80/Osiel123/Felicidade321/253773.ts","No data (insufficient stream data: 235 bytes)",326
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 GOSPEL 2023","http://tjtor8411.com:80/Osiel123/Felicidade321/253774.ts","No data (insufficient stream data: 235 bytes)",600
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 GOSPEL 2024","http://tjtor8411.com:80/Osiel123/Felicidade321/253775.ts","No data (insufficient stream data: 235 bytes)",252
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 MPB 2021","http://tjtor8411.com:80/Osiel123/Felicidade321/140542.ts","No data (insufficient stream data: 235 bytes)",279
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 MPB 2022","http://tjtor8411.com:80/Osiel123/Felicidade321/253776.ts","No data (insufficient stream data: 235 bytes)",365
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 MPB 2023","http://tjtor8411.com:80/Osiel123/Felicidade321/253777.ts","No data (insufficient stream data: 235 bytes)",322
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 MPB 2024","http://tjtor8411.com:80/Osiel123/Felicidade321/253778.ts","No data (insufficient stream data: 235 bytes)",680
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SERTANEJO 2021","http://tjtor8411.com:80/Osiel123/Felicidade321/140495.ts","No data (insufficient stream data: 235 bytes)",346
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SERTANEJO 2022","http://tjtor8411.com:80/Osiel123/Felicidade321/253779.ts","No data (insufficient stream data: 235 bytes)",252
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SERTANEJO 2023","http://tjtor8411.com:80/Osiel123/Felicidade321/253780.ts","No data (insufficient stream data: 235 bytes)",217
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SERTANEJO 2024","http://tjtor8411.com:80/Osiel123/Felicidade321/253781.ts","No data (insufficient stream data: 235 bytes)",406
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SPOTIFY 2021","http://tjtor8411.com:80/Osiel123/Felicidade321/140496.ts","No data (insufficient stream data: 235 bytes)",355
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SPOTIFY 2022","http://tjtor8411.com:80/Osiel123/Felicidade321/253782.ts","No data (insufficient stream data: 235 bytes)",299
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SPOTIFY 2023","http://tjtor8411.com:80/Osiel123/Felicidade321/253783.ts","No data (insufficient stream data: 235 bytes)",728
Dead,"BR – 24H","[24H] [MUSICAS] TOP 100 SPOTIFY 2024","http://tjtor8411.com:80/Osiel123/Felicidade321/253784.ts","No data (insufficient stream data: 235 bytes)",426
Dead,"BR – 24H","[24H] [MUSICAS] TOP GOSPEL 2025/2026 - AS MAIS TOCADAS","http://tjtor8411.com:80/Osiel123/Felicidade321/375084.ts","No data (insufficient stream data: 235 bytes)",644
Dead,"BR – 24H","[24H] [MUSICAS] TOP MPB 2025/2026 - AS MAIS TOCADAS","http://tjtor8411.com:80/Osiel123/Felicidade321/375083.ts","No data (insufficient stream data: 235 bytes)",593
Dead,"BR – 24H","[24H] [MUSICAS] TOP SERTANEJO 2025/2026 - AS MAIS TOCADAS","http://tjtor8411.com:80/Osiel123/Felicidade321/375082.ts","No data (insufficient stream data: 235 bytes)",662
Dead,"BR – 24H","[24H] A BRUXINHA SABRINA","http://tjtor8411.com:80/Osiel123/Felicidade321/138935.ts","No data (insufficient stream data: 235 bytes)",591
Dead,"BR – 24H","[24H] A CASA DA CORUJA","http://tjtor8411.com:80/Osiel123/Felicidade321/137411.ts","No data (insufficient stream data: 235 bytes)",299
Dead,"BR – 24H","[24H] A CASA DA CORUJA [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/151948.ts","No data (insufficient stream data: 235 bytes)",236
Dead,"BR – 24H","[24H] A CASA MAGICA DA GABBY","http://tjtor8411.com:80/Osiel123/Felicidade321/137137.ts","No data (insufficient stream data: 235 bytes)",678
Dead,"BR – 24H","[24H] A CEGONHA DA PERNA FINA","http://tjtor8411.com:80/Osiel123/Felicidade321/138936.ts","No data (insufficient stream data: 235 bytes)",410
Dead,"BR – 24H","[24H] A CULPA E DA CARLOTA","http://tjtor8411.com:80/Osiel123/Felicidade321/140763.ts","No data (insufficient stream data: 235 bytes)",624
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/140765.ts","No data (insufficient stream data: 235 bytes)",563
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/140766.ts","No data (insufficient stream data: 235 bytes)",520
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/140767.ts","No data (insufficient stream data: 235 bytes)",474
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/140768.ts","No data (insufficient stream data: 235 bytes)",429
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/140769.ts","No data (insufficient stream data: 235 bytes)",442
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/140770.ts","No data (insufficient stream data: 235 bytes)",507
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/140771.ts","No data (insufficient stream data: 235 bytes)",315
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/140772.ts","No data (insufficient stream data: 235 bytes)",361
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/140773.ts","No data (insufficient stream data: 235 bytes)",452
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/140774.ts","No data (insufficient stream data: 235 bytes)",485
Dead,"BR – 24H","[24H] A CULPA E DO CABRAL NA ESTRADA","http://tjtor8411.com:80/Osiel123/Felicidade321/140764.ts","No data (insufficient stream data: 235 bytes)",592
Dead,"BR – 24H","[24H] A DIARISTA","http://tjtor8411.com:80/Osiel123/Felicidade321/139273.ts","No data (insufficient stream data: 235 bytes)",451
Dead,"BR – 24H","[24H] A FAMILIA ADDAMS","http://tjtor8411.com:80/Osiel123/Felicidade321/138937.ts","No data (insufficient stream data: 235 bytes)",396
Dead,"BR – 24H","[24H] A FAMILIA DRACULA","http://tjtor8411.com:80/Osiel123/Felicidade321/152013.ts","No data (insufficient stream data: 235 bytes)",528
Dead,"BR – 24H","[24H] A FAMILIA URSO","http://tjtor8411.com:80/Osiel123/Felicidade321/135544.ts","No data (insufficient stream data: 235 bytes)",317
Dead,"BR – 24H","[24H] A FESTA DA SALSICHA COMILANDIA","http://tjtor8411.com:80/Osiel123/Felicidade321/306836.ts","No data (insufficient stream data: 235 bytes)",396
Dead,"BR – 24H","[24H] A FORMIGA E O TAMANDUA","http://tjtor8411.com:80/Osiel123/Felicidade321/135535.ts","No data (insufficient stream data: 235 bytes)",517
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/137413.ts","No data (insufficient stream data: 235 bytes)",274
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/137414.ts","No data (insufficient stream data: 235 bytes)",279
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/137415.ts","No data (insufficient stream data: 235 bytes)",229
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/137416.ts","No data (insufficient stream data: 235 bytes)",443
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/137417.ts","No data (insufficient stream data: 235 bytes)",289
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/137418.ts","No data (insufficient stream data: 235 bytes)",456
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/137419.ts","No data (insufficient stream data: 235 bytes)",226
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/137420.ts","No data (insufficient stream data: 235 bytes)",221
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/137421.ts","No data (insufficient stream data: 235 bytes)",312
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/137422.ts","No data (insufficient stream data: 235 bytes)",408
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S11]","http://tjtor8411.com:80/Osiel123/Felicidade321/137423.ts","No data (insufficient stream data: 235 bytes)",675
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S12]","http://tjtor8411.com:80/Osiel123/Felicidade321/137424.ts","No data (insufficient stream data: 235 bytes)",283
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S13]","http://tjtor8411.com:80/Osiel123/Felicidade321/137425.ts","No data (insufficient stream data: 235 bytes)",253
Dead,"BR – 24H","[24H] A GRANDE FAMILIA [S14]","http://tjtor8411.com:80/Osiel123/Felicidade321/137426.ts","No data (insufficient stream data: 235 bytes)",352
Dead,"BR – 24H","[24H] A GUARDA DO LEAO [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/306832.ts","No data (insufficient stream data: 235 bytes)",352
Dead,"BR – 24H","[24H] A GUARDA DO LEAO [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/306833.ts","No data (insufficient stream data: 235 bytes)",248
Dead,"BR – 24H","[24H] A GUARDA DO LEAO [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/306834.ts","No data (insufficient stream data: 235 bytes)",348
Dead,"BR – 24H","[24H] A LULA LELE","http://tjtor8411.com:80/Osiel123/Felicidade321/135536.ts","No data (insufficient stream data: 235 bytes)",262
Dead,"BR – 24H","[24H] A NOVA PANTERA COR DE ROSA","http://tjtor8411.com:80/Osiel123/Felicidade321/254767.ts","No data (insufficient stream data: 235 bytes)",533
Dead,"BR – 24H","[24H] A PANTERA COR DE ROSA","http://tjtor8411.com:80/Osiel123/Felicidade321/135537.ts","No data (insufficient stream data: 235 bytes)",356
Dead,"BR – 24H","[24H] A PEQUENA SEREIA","http://tjtor8411.com:80/Osiel123/Felicidade321/135538.ts","No data (insufficient stream data: 235 bytes)",456
Dead,"BR – 24H","[24H] A SOMBRA DO BATMAN [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/375071.ts","No data (insufficient stream data: 235 bytes)",377
Dead,"BR – 24H","[24H] A TURMA DO CHARLIE BROWN E SNOOPY","http://tjtor8411.com:80/Osiel123/Felicidade321/137409.ts","No data (insufficient stream data: 235 bytes)",288
Dead,"BR – 24H","[24H] A TURMA DO MANDA CHUVA","http://tjtor8411.com:80/Osiel123/Felicidade321/135539.ts","No data (insufficient stream data: 235 bytes)",350
Dead,"BR – 24H","[24H] A VILA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/140730.ts","No data (insufficient stream data: 235 bytes)",372
Dead,"BR – 24H","[24H] A VILA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/140731.ts","No data (insufficient stream data: 235 bytes)",237
Dead,"BR – 24H","[24H] A VILA [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/140732.ts","No data (insufficient stream data: 235 bytes)",807
Dead,"BR – 24H","[24H] A VILA [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/140733.ts","No data (insufficient stream data: 235 bytes)",313
Dead,"BR – 24H","[24H] AAAHH!!! MONSTROS","http://tjtor8411.com:80/Osiel123/Felicidade321/135549.ts","No data (insufficient stream data: 235 bytes)",359
Dead,"BR – 24H","[24H] ACAMPAMENTO LAKEBOTTOM","http://tjtor8411.com:80/Osiel123/Felicidade321/141493.ts","No data (insufficient stream data: 235 bytes)",366
Dead,"BR – 24H","[24H] AEON FLUX","http://tjtor8411.com:80/Osiel123/Felicidade321/136697.ts","No data (insufficient stream data: 235 bytes)",399
Dead,"BR – 24H","[24H] AEROPORTO AREA RESTRITA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/150488.ts","No data (insufficient stream data: 235 bytes)",377
Dead,"BR – 24H","[24H] AEROPORTO AREA RESTRITA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/150489.ts","No data (insufficient stream data: 235 bytes)",276
Dead,"BR – 24H","[24H] AEROPORTO AREA RESTRITA [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/150490.ts","No data (insufficient stream data: 235 bytes)",450
Dead,"BR – 24H","[24H] AGENTE K.C","http://tjtor8411.com:80/Osiel123/Felicidade321/155407.ts","No data (insufficient stream data: 235 bytes)",252
Dead,"BR – 24H","[24H] ALADDIN","http://tjtor8411.com:80/Osiel123/Felicidade321/138730.ts","No data (insufficient stream data: 235 bytes)",254
Dead,"BR – 24H","[24H] ALIEN TV","http://tjtor8411.com:80/Osiel123/Felicidade321/140775.ts","No data (insufficient stream data: 235 bytes)",244
Dead,"BR – 24H","[24H] ALIENIGENAS DO PASSADO","http://tjtor8411.com:80/Osiel123/Felicidade321/140734.ts","No data (insufficient stream data: 235 bytes)",281
Dead,"BR – 24H","[24H] AMERICAN DAD","http://tjtor8411.com:80/Osiel123/Felicidade321/223832.ts","No data (insufficient stream data: 235 bytes)",261
Dead,"BR – 24H","[24H] AMPHIBIA","http://tjtor8411.com:80/Osiel123/Felicidade321/306838.ts","No data (insufficient stream data: 235 bytes)",253
Dead,"BR – 24H","[24H] ANA PIMENTINHA","http://tjtor8411.com:80/Osiel123/Felicidade321/138939.ts","No data (insufficient stream data: 235 bytes)",795
Dead,"BR – 24H","[24H] ANDY PANDA","http://tjtor8411.com:80/Osiel123/Felicidade321/140776.ts","No data (insufficient stream data: 235 bytes)",238
Dead,"BR – 24H","[24H] ANGRY BIRDS A ILHA MISTERIOSA","http://tjtor8411.com:80/Osiel123/Felicidade321/306839.ts","No data (insufficient stream data: 235 bytes)",299
Dead,"BR – 24H","[24H] ANIMANIACS (1993)","http://tjtor8411.com:80/Osiel123/Felicidade321/135540.ts","No data (insufficient stream data: 235 bytes)",239
Dead,"BR – 24H","[24H] ANIMANIACS (2020)","http://tjtor8411.com:80/Osiel123/Felicidade321/135541.ts","No data (insufficient stream data: 235 bytes)",687
Dead,"BR – 24H","[24H] ANOTA AI","http://tjtor8411.com:80/Osiel123/Felicidade321/140777.ts","No data (insufficient stream data: 235 bytes)",700
Dead,"BR – 24H","[24H] ARLEQUINA","http://tjtor8411.com:80/Osiel123/Felicidade321/223833.ts","No data (insufficient stream data: 235 bytes)",403
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/138731.ts","No data (insufficient stream data: 235 bytes)",690
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/138732.ts","No data (insufficient stream data: 235 bytes)",487
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/138733.ts","No data (insufficient stream data: 235 bytes)",331
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/138734.ts","No data (insufficient stream data: 235 bytes)",617
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/138735.ts","No data (insufficient stream data: 235 bytes)",444
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/138736.ts","No data (insufficient stream data: 235 bytes)",397
Dead,"BR – 24H","[24H] ARQUIVO MORTO [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/138737.ts","No data (insufficient stream data: 235 bytes)",554
Dead,"BR – 24H","[24H] ARQUIVO X [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/138738.ts","No data (insufficient stream data: 235 bytes)",267
Dead,"BR – 24H","[24H] ARQUIVO X [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/138739.ts","No data (insufficient stream data: 235 bytes)",357
Dead,"BR – 24H","[24H] ARQUIVO X [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/138740.ts","No data (insufficient stream data: 235 bytes)",241
Dead,"BR – 24H","[24H] ARQUIVO X [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/138741.ts","No data (insufficient stream data: 235 bytes)",301
Dead,"BR – 24H","[24H] ARQUIVO X [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/138742.ts","No data (insufficient stream data: 235 bytes)",328
Dead,"BR – 24H","[24H] ARQUIVO X [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/138743.ts","No data (insufficient stream data: 235 bytes)",343
Dead,"BR – 24H","[24H] ARQUIVO X [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/138744.ts","No data (insufficient stream data: 235 bytes)",406
Dead,"BR – 24H","[24H] ARQUIVO X [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/138745.ts","No data (insufficient stream data: 235 bytes)",296
Dead,"BR – 24H","[24H] ARQUIVO X [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/138746.ts","No data (insufficient stream data: 235 bytes)",278
Dead,"BR – 24H","[24H] ARQUIVO X [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/138747.ts","No data (insufficient stream data: 235 bytes)",391
Dead,"BR – 24H","[24H] ARQUIVO X [S11]","http://tjtor8411.com:80/Osiel123/Felicidade321/138748.ts","No data (insufficient stream data: 235 bytes)",274
Dead,"BR – 24H","[24H] AS AVENTURAS DE SUNNY BUNNIES","http://tjtor8411.com:80/Osiel123/Felicidade321/223838.ts","No data (insufficient stream data: 235 bytes)",267
Dead,"BR – 24H","[24H] AS AVENTURAS DE TINTIM","http://tjtor8411.com:80/Osiel123/Felicidade321/306840.ts","No data (insufficient stream data: 235 bytes)",742
Dead,"BR – 24H","[24H] AS AVENTURAS DO BATMAN","http://tjtor8411.com:80/Osiel123/Felicidade321/135543.ts","No data (insufficient stream data: 235 bytes)",276
Dead,"BR – 24H","[24H] AS AVENTURAS DO GATO DE BOTAS","http://tjtor8411.com:80/Osiel123/Felicidade321/140528.ts","No data (insufficient stream data: 235 bytes)",277
Dead,"BR – 24H","[24H] AS IRMÃS GRIMM","http://tjtor8411.com:80/Osiel123/Felicidade321/371449.ts","No data (insufficient stream data: 235 bytes)",232
Dead,"BR – 24H","[24H] AS NOVAS AVENTURAS DE CHRISTINE","http://tjtor8411.com:80/Osiel123/Felicidade321/138749.ts","No data (insufficient stream data: 235 bytes)",789
Dead,"BR – 24H","[24H] AS NOVAS AVENTURAS DO SUPERMAN","http://tjtor8411.com:80/Osiel123/Felicidade321/135554.ts","No data (insufficient stream data: 235 bytes)",307
Dead,"BR – 24H","[24H] AS NOVAS AVENTURAS DO URSINHO PUFF","http://tjtor8411.com:80/Osiel123/Felicidade321/135557.ts","No data (insufficient stream data: 235 bytes)",489
Dead,"BR – 24H","[24H] AS VISOES DA RAVEN","http://tjtor8411.com:80/Osiel123/Felicidade321/135558.ts","No data (insufficient stream data: 235 bytes)",395
Dead,"BR – 24H","[24H] AUSTIN E ALLY","http://tjtor8411.com:80/Osiel123/Felicidade321/138750.ts","No data (insufficient stream data: 235 bytes)",640
Dead,"BR – 24H","[24H] B POSITIVE","http://tjtor8411.com:80/Osiel123/Felicidade321/140778.ts","No data (insufficient stream data: 235 bytes)",412
Dead,"BR – 24H","[24H] BABY LOONEY TUNES","http://tjtor8411.com:80/Osiel123/Felicidade321/138813.ts","No data (insufficient stream data: 235 bytes)",417
Dead,"BR – 24H","[24H] BAR DO GOGO","http://tjtor8411.com:80/Osiel123/Felicidade321/254768.ts","No data (insufficient stream data: 235 bytes)",309
